user_id,sku_id
161183,8585
156254,11257
219321,92933
194742,54357
207528,32744
224931,64160
181446,84544
38445,121196
157934,125372
24025,85256
215026,71940
174126,170626
99776,8585
7126,41547
148622,1286
55217,71940
53954,79122
176679,50142
166863,170626
216402,15821
136922,79122
23503,109417
12654,37427
191481,97007
203330,87933
57140,8585
40431,112141
56204,2148
14785,82259
73121,156650
158800,63585
83957,27537
64060,2448
166904,77745
163416,105031
81922,89629
224225,125372
14033,14739
161663,51558
197251,71940
68507,87933
184289,131210
112220,38001
38085,41009
26026,1286
191726,45980
183325,149462
155646,121196
46934,120498
220393,149462
86372,98989
25535,112141
177484,153817
146587,97007
148796,43405
186915,42988
169850,7975
178830,2148
58078,71184
67886,6931
20762,132831
51985,79122
175861,4732
224714,6931
198742,42988
161552,88798
231267,1286
64018,2148
56294,7196
11504,166813
190297,131210
189664,32744
164820,103707
201986,64709
22640,15510
51365,107772
42747,140061
53328,2072
53927,79122
165398,37057
104032,84544
226720,170699
72592,61963
162437,146926
75135,79122
45024,8585
22630,9159
154030,87933
102935,16338
207319,64160
161096,8585
70959,87933
224616,162344
163551,128375
149749,134303
31378,162344
165201,65823
25629,37546
162576,2341
38133,1286
178266,108856
29998,37057
71410,114536
73122,1914
181948,8585
40248,80497
228945,79673
6207,8585
189346,37427
132753,97007
231588,171183
15681,8585
38060,41103
158785,8585
201251,87933
138223,71940
37043,29827
167287,87933
39677,109954
144282,120686
158328,51916
58685,71596
21400,62884
31523,54357
168354,86227
194990,87933
58397,22140
174499,2148
189773,170699
25660,136218
202494,50142
158712,45173
47189,141820
161264,71940
55930,44212
232169,7975
45999,84544
52397,111017
41970,84544
208000,45135
222259,78892
22310,45173
100301,54357
182502,84544
192990,37546
64125,162344
63622,8820
70146,117739
17915,54357
47451,32744
52718,105811
183300,1286
152841,61963
160363,78285
186512,150394
150497,135147
161721,162020
149626,81515
193860,45173
219309,71940
177517,84544
3577,149462
177335,120076
223307,81515
65637,103114
34668,166640
198076,54357
177711,84544
200841,54357
149143,7877
176453,89007
197302,170626
80852,50142
182363,77745
46402,111017
63552,8585
1944,87331
207720,37427
181094,96492
156884,97007
121562,131210
178064,48000
178236,51916
151279,77745
108829,85650
149753,20819
49246,7877
223216,169787
70263,37441
177261,37441
217931,93380
63676,4732
60407,1286
164120,42988
27529,149462
36757,166897
45489,22140
163878,8585
32647,150041
37414,38108
172154,71940
179824,84544
72039,8710
222192,90646
181529,20819
169440,54357
50857,32744
37129,71184
25886,50142
161675,37546
157537,8820
163054,146926
56951,153304
207428,102166
41842,90646
26842,146579
16982,8585
158701,8821
30862,61963
219264,105031
190147,82481
34241,37427
142459,27695
42698,149462
212310,156
17347,54357
147580,1286
165128,150492
187100,43405
122293,114536
66268,84544
78708,102226
175627,54357
68016,4732
74029,158917
13518,149462
231979,93074
230719,84544
123120,61963
55415,98989
22566,45980
96762,28893
36162,84544
97174,2072
36521,160362
231059,71940
21020,37546
47104,162344
209872,6716
71830,2148
108424,56737
49682,9507
36781,146926
155949,77048
209464,5007
162794,8585
169546,105031
225832,8585
23839,123430
81982,2148
210459,64160
124776,5874
168563,84544
232051,41009
62637,8585
154708,84544
129,112373
230534,54357
169002,84544
7176,8585
64200,45797
166717,79122
13750,43430
67988,14359
167812,8585
220716,8585
55954,2148
33145,77745
37955,8585
45614,8585
144223,121196
144410,41009
214263,38753
146085,15168
188389,64160
224584,54357
173717,168434
218558,54357
39848,123857
222635,36787
150975,7877
158212,20819
194076,123430
31933,162344
208877,111017
3746,71940
136994,170626
30261,8585
184003,87331
6510,54357
178356,15168
9520,20077
54672,62400
22123,164983
72886,112141
58905,71940
66098,87933
36082,90902
191243,153304
12621,79122
217696,103114
35142,71184
94392,84544
73352,162344
164455,84544
2236,8585
9560,87933
228033,54357
163333,144305
163860,142295
164688,8585
163364,160686
156730,82259
81709,22140
232240,140061
185010,116890
159456,2148
165289,36787
72414,54357
74850,127931
17799,54357
55868,35988
230311,117739
24657,53150
77171,163473
25938,160362
219619,115836
15859,160686
225585,8585
57853,51916
37230,70491
56313,104937
179657,170699
25977,37427
225353,80497
214215,9159
169633,79122
173687,71184
32652,160362
56632,8585
187785,8585
60013,102226
169915,37546
221527,153807
34076,120498
3203,8585
185521,81163
162192,30218
225081,82259
143409,130158
71614,70888
97042,90646
12376,4732
184116,8585
210797,45980
157175,64160
222853,41618
180210,112141
26993,6887
150987,54357
187796,102166
32380,32423
163023,51916
18030,169886
138197,7877
22147,71184
172087,107700
35328,120498
162795,20806
51431,37546
48789,127931
218015,9159
214467,37427
88317,115757
1879,43405
195374,64160
174399,87901
67850,56608
32626,42988
150313,77048
108346,45135
182772,37546
15714,65755
31036,8585
8650,54657
12588,7196
34608,160362
28955,22140
106635,79122
197137,57804
58317,54357
40373,134683
156491,131210
200766,4732
152579,169787
157524,143289
61236,85650
156211,143527
22334,146220
42084,142295
193881,134683
120840,63585
44690,8585
184376,8710
88068,45980
143183,97007
12596,27231
182973,159601
91627,126552
121284,165029
218493,112550
77945,22140
56252,87933
143823,22253
227106,164365
181704,79122
73040,68335
42078,65537
160756,22140
51048,54357
216641,87933
180997,122369
55581,84544
147165,15168
203715,64160
55849,62884
27745,104297
165943,98249
164157,112550
73782,79080
51760,54357
28917,54357
22642,79122
169754,166640
72961,8585
192059,63585
69037,100251
215066,167453
195391,135147
167670,32744
49674,32744
195562,87933
28889,8585
50222,77745
197630,85650
181815,32744
147260,51916
215505,71184
197372,104129
172028,34535
149142,84544
14200,170699
187395,169620
166180,41618
39143,29827
231437,79080
184201,32744
193517,22140
171916,71940
163718,71596
66573,82259
2022,42988
37365,84544
60614,20440
190049,8585
22603,8710
1116,60845
163672,54357
225032,160362
7127,150041
148761,149462
205799,1286
39939,8820
217949,118630
34420,55983
204439,68987
183465,79122
50459,144361
38882,8585
57325,160362
178814,54357
162891,82481
7432,32744
30124,121009
158624,56608
178132,8585
79232,54866
194061,3930
36134,2072
133078,8585
27277,2148
223228,112550
193876,162344
72146,146926
149754,8736
68669,2148
2545,112550
64434,71184
46368,112141
175760,166897
134284,4732
220081,22140
69831,96941
162666,87933
165429,124554
193154,64160
185953,8585
91676,111017
191925,7196
159764,4732
189402,11257
49795,82259
229507,8585
137328,8585
107319,45173
63247,22140
157552,130660
220766,4732
4368,143289
164323,136218
28693,42988
219445,112141
215775,54209
192813,2148
59316,112141
286,45173
40477,154495
168261,91362
9663,32744
217038,150041
28153,58768
84846,45980
167062,14739
120848,8585
20191,71940
181245,8585
154790,56055
24015,54357
27380,150041
35249,117692
36609,136218
102031,99320
59596,117692
171159,2148
100507,65823
47754,79080
69137,8585
24111,170626
153834,79122
167636,54357
37194,101467
220463,32744
213591,162344
28509,54357
2922,7447
3667,7877
21130,79454
32141,170626
148934,139648
153075,73994
214996,11257
67555,146926
224133,51916
168538,86604
228767,103114
28506,22140
222519,8736
191830,8670
164624,8585
116466,75589
65230,160362
175817,54209
167757,103675
27111,8585
85965,20819
13575,5874
20662,12465
162307,112141
159190,84544
160135,135894
68420,11154
205181,92192
154208,56608
172920,71940
121802,54357
46416,7196
224395,65537
82434,79122
74475,89007
194724,122369
60519,153304
177723,32744
25815,15168
36164,143289
79634,160217
49311,7196
195613,150041
231842,73250
195301,8585
161924,50142
213745,97007
6616,82259
157407,24237
219475,27231
26797,103372
100978,122369
195806,98301
52138,54357
155415,71184
4485,128416
30273,105031
180751,8585
30664,84215
10086,127931
164852,112373
65488,2148
77850,131210
162092,81515
43107,84544
93357,168043
74293,159184
229190,50142
30423,79122
179101,8710
190217,97007
217407,41009
184943,84544
46850,32744
174041,154495
194885,7975
55052,8585
40219,111532
103023,120852
513,81515
34842,65755
213455,62080
75209,54209
85119,45669
105887,45980
34587,42988
8584,8585
20100,7975
171529,120498
22598,64160
173413,45980
186361,71940
192569,37546
69485,33726
158025,98989
49058,45980
39849,115836
223293,82259
68894,63585
67161,22140
197986,22140
200260,111532
159349,37427
39037,112550
52439,79122
46784,38174
11836,100251
37453,120498
169847,37057
153573,71940
73803,42988
216424,70627
48368,79122
30557,146926
153648,54357
149166,7196
145279,71940
67832,71184
193877,103322
229263,81490
182808,8820
166222,160217
210064,70491
216768,91048
158031,43405
149682,149462
179432,149462
69144,48069
182369,2072
61260,163918
69098,87933
225231,86002
73964,54357
205091,29827
127453,82973
130916,24688
14933,152061
35050,128286
31557,54357
213540,2148
230980,8585
31269,166640
177492,57227
38361,154132
46424,109954
26033,134818
55637,62080
62507,71940
197037,54357
9370,32744
32326,64160
167237,93070
220595,82259
51780,80081
41271,37427
10358,71940
188524,64160
26978,112141
60386,64160
215829,47883
193513,64160
80394,88341
181772,118630
223720,8585
197479,1286
44511,90902
187312,71940
32910,9159
177526,8585
30544,15168
58656,97007
226331,70491
156774,4732
68256,90902
45885,82259
63573,103114
145456,22140
157865,34330
39420,2148
41941,22140
107299,82481
163111,4732
22423,8585
70088,14739
186119,22140
12274,70491
189559,6156
72238,42838
28802,162344
228436,162344
145958,170626
166134,111017
196803,32744
82695,65174
205915,19213
164655,8585
67343,54357
155813,15168
154859,136218
231145,5916
151344,50142
9930,54357
158097,146353
41404,54357
66601,56608
81522,91362
184146,42988
36796,54357
172815,2148
177043,8585
121529,54357
66735,8585
145636,2072
217599,79122
2279,162344
180225,153304
68834,9069
163803,23860
58978,131210
222832,58768
42281,34535
103247,82259
132749,118630
22629,79122
30520,91048
16332,6156
214188,87331
90621,50142
184946,19213
171527,127664
33670,5916
212161,65823
14227,82481
193897,8585
153955,1286
30178,32744
63111,56608
158621,100251
24311,61963
165981,10180
169293,162344
213159,45980
64658,168043
181082,70593
183774,81163
39066,45518
64499,111528
145141,169886
25616,37427
65714,84544
70380,82259
165415,65174
9177,139648
29980,37427
193951,79122
193831,84544
36910,81838
153564,34535
63942,170699
228950,150041
26807,160362
100771,8585
139776,168590
174115,2148
78615,49275
140871,5874
176276,170626
83199,54357
229728,28443
214288,150041
162430,122278
28056,102226
204127,2148
25796,117692
192271,45980
28126,51916
195629,71940
64348,54256
12151,145964
153888,70593
65358,135240
83175,78116
74767,54357
54579,54209
196330,79122
169122,66638
70291,32726
2319,64160
182191,71940
147261,91048
78409,170626
185810,115836
80868,33726
224209,146926
83081,32744
209601,1456
127897,121196
68864,51916
167545,79122
27564,145964
186875,2148
63485,43110
29537,71940
8331,112141
196257,65823
188338,71940
49565,169886
163290,96941
164871,154495
22597,6499
223066,38108
224455,94720
185158,64029
166150,111017
69774,8585
155109,37427
54001,82259
114298,105352
62546,121009
165145,112141
119146,159938
156595,54357
218564,64160
38566,8710
143991,37546
67822,153817
44108,112031
69065,122369
164682,89007
75406,64160
81134,45980
64178,71940
147890,131210
93484,98989
191732,3752
144269,109954
154093,63585
185419,123096
161208,71940
122080,117692
17708,42988
3335,70461
62165,77745
37229,29827
58696,139856
25728,96941
62444,71940
18186,41099
171569,54357
186081,41958
94077,8585
72634,77745
164651,87331
22616,168434
188324,37039
47813,112141
135599,131210
35895,45980
212664,112141
221859,15168
59412,165029
149535,2448
21504,82259
47430,159217
14809,82259
11923,8585
32534,119954
206174,7877
67225,106912
174808,56608
64105,91182
13624,54866
158207,19213
15363,61963
90169,122369
59640,14739
173094,77745
187725,56550
108331,121196
38958,10813
23830,54357
155448,56608
41998,22140
58584,83913
203805,57070
173236,5997
36670,74232
17577,62976
146637,170626
165063,41009
49251,78285
172819,71184
185126,48000
213827,87331
178398,43405
228517,8585
127935,54357
91543,1286
37101,56550
23771,36989
161779,131210
146103,62400
191992,25566
36919,153662
223803,89190
217320,131364
70772,111532
63784,82259
213450,77745
54111,165997
163522,84544
6992,139648
47206,150041
23557,2148
1758,160686
214735,79122
47325,128416
190475,48000
51998,56608
231164,149462
184477,30702
70371,22140
73315,33726
122275,146926
71507,71940
21123,71940
89379,14739
161587,53150
211582,154459
210927,149462
35917,97007
73060,56550
134890,41009
198615,153807
22668,77745
210360,9159
159255,45980
168624,46894
159881,45173
182196,37427
185455,127931
84900,123111
194919,128885
193072,20077
63392,83347
175870,71940
68075,60755
32618,103322
180118,122369
63142,115836
188073,54657
7076,41958
3710,160485
224998,60285
69277,55983
212905,54357
65197,11257
165767,90902
44191,54357
189094,143527
215213,60755
197665,84544
132128,104297
85302,45135
58245,41618
166065,150394
16761,71184
22656,96941
221769,150041
76712,97007
218157,105352
212351,104937
215364,122369
196854,93070
225571,8585
32893,56608
33144,22140
3470,111528
13074,16786
24549,96941
200512,17908
63371,71184
12760,54357
218834,32744
123918,165029
68464,128416
147820,38108
159443,7877
42328,12465
150856,2148
145610,7196
202389,168043
69323,121196
34467,71940
230268,134748
16806,2148
173279,147061
185131,152436
177954,61963
190487,162344
70300,87933
225911,84544
228750,7877
80975,125413
31200,3930
67453,32744
53975,32744
6446,164365
154143,8585
64389,64160
169259,87901
216514,134683
223612,8585
209410,42988
24437,84544
11551,87933
158354,153807
178304,90902
162044,3752
62853,16760
150039,82481
167608,84544
2825,11257
11309,71940
179889,82259
13056,112550
69313,14739
223249,169886
94005,65823
22404,169886
46764,51916
127514,8391
37219,2148
23491,1286
171333,126267
149253,1286
82608,2148
153712,15168
55617,14739
175296,142295
32683,56055
207455,128963
152934,12772
226213,162344
66482,63585
66788,91922
157771,71940
168620,2448
218656,142295
70139,38108
15710,60755
6906,166897
13664,128416
154893,2148
72782,124413
226935,117692
45301,123430
173010,3930
212125,45173
204453,79122
228801,7975
33647,100251
170470,150041
72113,61963
160974,22140
231454,71940
185630,136567
222520,112550
183059,112550
43717,1914
200057,83347
61850,79122
211278,81490
172538,69567
171551,97007
140542,19553
77289,127836
176264,146353
217454,82259
127144,146926
185503,87933
132544,79445
193094,111532
222582,152310
15538,4732
163295,125372
77933,92712
208061,120498
144860,72126
32507,143289
128373,90646
26818,105031
220576,141820
217546,37057
220101,61963
22602,71940
107248,4732
164630,80497
216481,38108
77872,2101
162879,45797
51583,112141
105504,123111
35216,54357
230767,42988
48859,158793
55666,149004
172916,131210
50656,122915
220386,139648
38916,37546
199818,12772
194781,22140
84297,45980
218416,164775
182293,164365
214605,170626
48424,2072
187843,33726
114056,153304
45255,8585
32065,112141
90747,82259
164769,32744
195101,7975
189411,5305
59452,51673
4380,111017
169422,2148
219233,8832
41374,65755
100636,33726
26235,74798
183618,4732
106605,4732
171332,32744
9574,8585
145337,22140
117877,123430
61629,7196
50960,131210
199274,168434
23047,166897
155577,103114
213391,20819
140329,38108
72009,112031
43542,119903
117612,142174
228874,64160
225151,162759
70721,43405
196181,12465
71059,160362
174031,8585
43693,154495
171650,64160
66345,4732
312,4732
224022,57975
57508,140061
188419,7975
193587,141820
200835,2148
209509,4732
193386,154495
171521,103114
179627,84544
48419,51916
220803,66142
94390,81163
163474,170626
112701,159184
167460,1286
17303,162344
68224,112373
23674,71940
30898,79122
24103,11379
21836,63585
71153,54357
183694,71940
223910,97007
40860,6156
151549,156650
67211,71184
168983,71940
215148,64160
21646,54357
634,41512
165379,43405
2841,84544
44336,14739
170280,77745
7284,3752
102535,100251
220324,153817
232547,61963
59111,111532
214970,71940
145508,84544
87787,2148
48619,58768
215875,105031
186593,107700
48687,20440
98437,81515
220630,42988
70277,96941
223079,162344
201173,20819
190447,4732
175415,5916
86850,42988
232458,29207
32657,122369
28425,122369
32126,8585
143854,8585
188263,2148
128350,42988
187059,150041
187278,91397
211754,60755
193964,122369
84122,103114
165826,149462
221632,10922
41957,54357
146337,64160
69893,19553
139890,61963
158943,154495
33781,37441
107629,84544
230679,38108
177309,22370
27241,162020
70336,2148
176066,78116
68954,82259
207376,129076
44531,5916
166434,162344
118259,163167
226419,66715
145396,87901
29598,54357
200562,146353
2195,32744
206070,54357
222608,4732
201111,153662
17857,71184
162892,54357
159731,96941
169635,162671
13413,112141
22443,79122
118084,69357
164569,98989
46257,22886
43552,24237
188775,89629
223530,56550
59775,168434
183993,123111
155623,79080
29127,170626
204110,82259
49424,131364
93275,96941
38324,8585
178067,25190
29235,153817
35100,150041
146835,142295
24245,143407
163930,115757
8124,98249
39122,8585
42511,123430
106290,149462
114765,2148
45809,112550
57444,149462
41851,22140
52962,153304
47925,112141
14638,105031
152056,15168
39052,37057
191469,84544
149029,153817
175095,5916
42900,150041
164846,71940
57764,8585
197490,88540
31073,54357
145737,8585
71726,82259
172452,143360
145696,150158
57995,112141
219742,54357
220449,87933
16336,8585
161351,54209
32034,54657
55185,41618
35650,117721
57023,1286
163177,5977
183273,103372
41584,22140
26697,20440
71183,2148
173326,102468
165993,22140
163444,20077
191701,103372
106161,41009
21327,99320
115835,51916
147605,8585
191536,54357
67622,71184
118094,22140
183583,1286
197274,41958
32049,37427
167971,165949
160912,32744
62245,135147
89443,79454
98376,51916
141737,54256
218148,71940
195380,20077
168432,20819
158180,71940
53783,74397
143705,162344
224835,44605
69906,105352
46560,71184
62214,143289
159651,8585
23551,136103
180083,7975
66106,9383
53823,162344
50945,75261
221434,30157
107948,1286
76306,150041
61251,20819
23068,37546
229045,146579
83382,48000
527,162344
41506,2072
161032,2072
216483,82259
187479,64160
35530,82259
208008,22140
208108,55548
188089,71940
162118,41009
198002,87933
25241,12272
28075,87127
135263,8585
96562,162344
56780,85650
228893,61963
15237,71940
179728,62080
44124,30167
121429,158793
130361,14739
186950,112141
13052,90902
157320,32744
31280,54209
210517,70491
30696,120498
188602,22140
167771,146230
182609,162344
52902,43025
83538,56608
162379,22140
194729,102166
135799,71940
139366,4732
161103,162344
187671,92933
59585,128416
157223,5916
192475,32744
130025,7196
159743,42988
24719,6530
185003,83347
176259,24237
175361,54357
229242,105031
146478,22140
38418,134683
26858,54357
37479,71940
221857,131210
155779,37546
223194,8585
107429,64323
10961,139648
192973,22140
102164,81515
178700,65755
160070,71184
38354,92343
112744,8585
107564,2148
8322,123111
160029,84544
15199,154824
19294,84544
154325,150041
168344,3752
171722,45173
85148,81199
62276,162344
167721,122299
232222,37427
56620,69931
74001,70491
191515,170864
192181,54357
192162,159601
230376,8585
218380,84544
14264,78285
169888,55787
8154,64713
70310,20819
9172,62502
119654,82259
30549,32744
27910,71940
56184,45135
194517,71184
220038,52409
73736,12720
201447,166242
45545,2072
170153,20819
65559,54357
149614,45173
75590,41009
174189,42988
164272,168434
221109,82259
224496,37546
28269,15168
220948,81163
118158,64160
78660,41547
27542,6530
80322,88798
55042,22140
154296,20819
32479,54357
190009,8585
39071,19553
56568,162344
211766,103114
38103,32744
34927,153817
220557,53150
160225,42988
131883,54357
114028,71184
194441,37057
79957,54357
223998,64160
153229,14722
10349,54357
159539,22140
118328,20819
213524,71940
36960,60845
186052,56550
148582,71184
158403,78281
9894,12272
148130,8585
222844,84544
108526,22140
82606,4732
184905,170647
22610,43405
17945,7877
42980,32744
14948,7975
178193,33726
63941,128039
202809,166813
92207,5916
55636,112141
208519,8585
65951,113139
31345,64160
212676,70491
54362,2148
170346,104297
16614,150041
202092,139648
217410,39317
65602,124929
214106,81163
15812,112141
148256,111532
121472,71184
171659,51916
159866,84544
214484,3410
194798,51916
231313,54357
185978,105352
65037,22140
151363,33726
147153,42988
63760,71940
123330,61963
36529,4732
210901,169886
162958,70491
156221,54209
161450,23860
188116,9159
64537,18254
165025,131665
105649,61963
51674,8585
47365,54209
39632,113697
219729,19213
42290,97007
60485,135147
178828,8585
32985,128416
151967,45173
130636,18132
117699,37427
156209,38108
133000,51916
192234,2148
62065,32744
168367,132826
66536,41009
106079,171183
15225,14359
62355,136218
38298,79122
69207,130660
173833,27231
191309,81163
183096,71184
226449,123111
230984,42988
18776,139648
80351,159184
75854,83347
205722,150041
178117,71184
14413,54357
204231,79709
204955,45173
147589,134683
190888,43405
38644,32744
51337,86472
37455,162344
144077,90902
224899,8585
183929,123096
150485,61444
56404,143527
43373,97007
187164,54209
58285,168434
157716,88798
22355,128416
52065,4732
175655,8585
196211,45173
37418,162344
166100,37057
137175,146926
122674,112550
56685,56608
156471,50142
90111,142295
184150,54357
184797,84544
53061,71940
223369,84544
215744,77745
87977,71940
61950,8585
168646,31870
37534,54209
32642,162344
212653,84544
21422,128286
158984,41958
15088,7196
24350,62400
27007,71184
59192,37427
53423,45980
151565,111017
17246,42440
193611,8585
63099,20819
79527,90902
131994,55548
177405,7975
50594,112550
77277,142295
190867,5916
148213,2148
191444,37427
34145,71940
227259,4732
178631,87933
63023,22140
152501,22140
67839,90902
231570,32744
191025,29827
142082,100684
8062,96941
129646,45980
209707,2148
145753,56550
43572,62400
195820,154495
189287,42988
34839,153304
178229,99320
172242,2072
133908,146926
153153,45173
48952,71940
7881,15821
181233,45980
230702,80497
144580,62502
231771,105727
151695,149462
167806,24688
220951,48539
168482,87901
188212,33726
111560,20819
106713,121196
67666,7975
122904,137328
174879,45797
188348,7447
49961,105352
207652,71940
171736,139648
32717,2148
32169,54357
63376,20819
185327,79122
165842,62080
191067,159810
128237,54357
173870,142295
217275,41618
159262,126267
47275,149462
217566,51916
60697,71940
36773,60755
153416,160217
97993,2148
53921,45980
52159,109954
53264,169787
226684,2148
50312,98989
184775,37057
104387,65174
190308,45173
224709,45980
59792,4732
219459,96941
177988,82259
150349,45173
158116,123111
167696,64160
73842,77745
55323,146579
213237,110585
69006,71184
218993,79080
173105,96941
52233,102226
152101,14359
24618,84544
93177,5916
185590,28443
23160,96941
83180,65823
211270,156650
139593,2148
50100,81838
180537,65755
172998,164365
158932,54357
194730,45173
229989,8820
202693,2072
45944,8585
180102,86604
63339,8585
110346,22140
136155,10922
120824,37427
221462,43405
155611,20819
53912,65823
188230,170864
35304,84544
158819,37057
60270,143527
149914,51558
20827,112550
143119,84544
215510,131210
14998,37427
204314,3752
162321,92192
63708,102166
98923,7196
157086,98301
32349,22140
166734,22140
201261,43405
144078,4732
162566,145460
59198,10560
148483,80497
89111,146003
53102,2148
17880,37427
65219,71940
167873,93070
32726,45980
63445,41009
193555,165029
21747,62080
150786,64160
101724,170699
121273,62080
185945,51622
33802,127836
206948,104297
107500,112141
82778,78285
182387,37427
69987,51916
98145,2101
197403,71940
175544,102166
123777,60845
38710,14739
64367,154495
47016,136218
82176,104129
148947,134303
146925,8585
69074,112031
177883,9159
206547,71940
71548,61963
192130,91182
169615,123430
61239,87127
3215,122179
188967,104297
214835,154495
144816,115757
17643,78285
13850,82768
18609,131210
189674,97007
75083,82259
64126,81163
98907,71940
22516,152061
231270,64160
42334,143527
157662,54357
22272,45980
57569,44605
49757,126918
42692,54357
162835,56055
51733,45173
2603,14739
78916,70491
103604,4732
58601,104300
92166,29827
188550,153817
202375,2072
55030,112141
